KO,Control_1,Control_2,Control_3,Control_4,Control_5,SO4_1,SO4_2,SO4_3,SO4_4,SO4_5,ASW_1,ASW_2,ASW_3,ASW_4,ASW_5,ASW_S_2,ASW_S_4,ASW_S_5,SourceSoil_1,SourceSoil_2,SourceSoil_3,SourceSoil_4,SourceSoil_5,Fxn
K13682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,"beta-1,2-mannosyltransferase [EC:2.4.1.-]"
K13683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,putative colanic acid biosynthesis glycosyltransferase [EC:2.4.-.-]
K13684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,putative colanic acid biosynthesis glycosyltransferase [EC:2.4.-.-]
K13686,8,15,2,4,22,13,24,0,4,12,13,7,10,17,0,0,9,13,0,15,0,0,0,galactan 5-O-arabinofuranosyltransferase [EC:2.4.2.46]
K13687,10,25,22,17,21,14,38,9,13,20,16,21,38,53,3,16,38,5,45,25,25,13,31,arabinofuranosyltransferase [EC:2.4.2.-]
K13688,1963,1599,1860,2131,2165,2251,4120,2337,3343,970,1094,747,1639,1026,1895,508,1104,2026,3372,1833,1876,2523,3031,"cyclic beta-1,2-glucan synthetase [EC:2.4.1.-]"
K13689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"beta-1,4-N-acetylgalactosaminyltransferase [EC:2.4.1.-]"
K13690,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"alpha-1,3-mannosyltransferase [EC:2.4.1.-]"
K13691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,pathogen-inducible salicylic acid glucosyltransferase [EC:2.4.1.-]
K13692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UDP-glucose:(indol-3-yl)acetate beta-D-glucosyltransferase [EC:2.4.1.121]
K13693,114,133,106,73,289,135,358,127,251,213,307,487,495,406,125,208,469,243,126,112,147,121,148,glucosyl-3-phosphoglycerate synthase [EC:2.4.1.266]
K13694,0,0,2,0,0,0,0,3,0,0,0,0,0,11,0,3,0,0,13,4,13,15,6,lipoprotein Spr
K13695,0,0,0,0,0,4,9,0,3,0,5,0,19,4,22,6,20,0,0,0,0,0,0,probable lipoprotein NlpC
K13696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,abhydrolase domain-containing protein 1/3
K13697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,abhydrolase domain-containing protein 2
K13698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,abhydrolase domain-containing protein 4
K13699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,abhydrolase domain-containing protein 5 [EC:2.3.1.51]
K13700,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,abhydrolase domain-containing protein 6 [EC:3.1.1.23]
K13701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,abhydrolase domain-containing protein 8
K13702,7,4,4,14,16,8,6,3,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,abhydrolase domain-containing protein 10 [EC:3.1.1.93]
K13703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,abhydrolase domain-containing protein 11
K13704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,abhydrolase domain-containing protein 12 [EC:3.1.1.23]
K13705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,abhydrolase domain-containing protein 12B
K13706,0,0,7,0,3,1,11,0,0,0,0,6,2,0,0,0,0,9,0,0,0,3,0,abhydrolase domain-containing protein 14
K13707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,abhydrolase domain-containing protein 15
K13708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,dedicator of cytokinesis protein 1
K13709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rho GTPase-activating protein 5
K13710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rho guanine nucleotide exchange factor 7
K13711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phosphatidylinositol 4-kinase type 2 [EC:2.7.1.67]
K13712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,phosphatidylinositol-4-phosphate 5-kinase-like protein 1 [EC:2.7.1.68]
K13713,3,1,6,7,0,4,0,17,4,0,0,0,0,2,5,0,0,9,0,2,6,2,0,fusion protein PurCD [EC:6.3.2.6 6.3.4.13]
K13714,0,0,0,0,0,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,bifunctional autolysin [EC:3.5.1.28 3.2.1.96]
K13715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,staphopain B [EC:3.4.22.-]
K13716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OTU domain-containing protein 1 [EC:3.4.19.12]
K13717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OTU domain-containing protein 3 [EC:3.4.19.12]
K13718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,OTU domain-containing protein 4 [EC:3.4.19.12]
K13719,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,ubiquitin thioesterase OTU1 [EC:3.1.2.-]
K13720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,N-acylethanolamine-hydrolysing acid amidase [EC:3.5.1.-]
K13721,0,0,2,0,0,0,2,5,0,0,6,0,5,11,0,6,0,0,5,3,3,0,11,aminopeptidase 2 [EC:3.4.11.-]
K13722,109,41,399,297,141,99,344,297,205,41,32,16,210,7,243,254,93,544,191,159,170,153,130,tricorn protease interacting factor F2/3 [EC:3.4.11.-]
K13723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,endoplasmic reticulum aminopeptidase 2 [EC:3.4.11.-]
K13724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,aminopeptidase Q [EC:3.4.11.-]
K13725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M1-family aminopeptidase [EC:3.4.11.-]
K13726,0,0,6,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,metallopeptidase MepB [EC:3.4.24.-]
K13727,0,0,0,0,0,0,2,0,0,3,0,0,9,0,9,0,0,0,0,0,0,0,0,phenolic acid decarboxylase [EC:4.1.1.-]
K13728,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,mitotic spindle assembly checkpoint protein MAD2B
K13729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thiol-dependent reductase 1
K13730,73,70,145,109,126,116,399,152,303,72,98,102,153,64,118,82,172,112,50,66,35,42,40,internalin A
K13731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,internalin B
K13732,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,fibronectin-binding protein A
K13733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fibronectin-binding protein B
K13734,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,fibronectin-binding protein 1
K13735,165,174,191,239,264,283,621,235,521,139,149,71,324,192,356,120,165,198,274,163,158,203,172,adhesin/invasin
K13736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Rho GTPase-activating protein 10
K13737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,septin 1
K13738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CD2-associated protein
K13739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,secreted effector protein SopD
K13740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,secreted effector protein SptP
K13741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,guanine nucleotide exchange factor SopE
K13742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,protein IpgB1
K13743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,protein IpgB2
K13744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SH3 domain-containing guanine exchange factor
K13745,127,80,93,102,101,90,348,152,352,44,29,18,75,76,81,4,37,89,89,53,40,72,60,"L-2,4-diaminobutyrate decarboxylase [EC:4.1.1.86]"
K13746,0,0,0,5,4,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,carboxynorspermidine synthase [EC:1.5.1.43]
K13747,0,0,4,0,2,0,3,0,0,6,5,0,2,57,18,5,0,8,20,21,13,26,27,carboxynorspermidine decarboxylase [EC:4.1.1.96]
K13748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"alpha-1,3-mannosylglycoprotein beta-1,4-N-acetylglucosaminyltransferase C [EC:2.4.1.201 2.4.1.145]"
K13749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 1"
K13750,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 2"
K13751,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 3"
K13752,0,0,0,2,0,0,4,0,0,0,0,0,0,0,2,0,3,0,0,0,5,0,0,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 4"
K13753,0,0,0,2,0,0,4,0,0,0,0,0,0,0,2,0,3,0,0,0,5,0,0,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 5"
K13754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"solute carrier family 24 (sodium/potassium/calcium exchanger), member 6"
K13755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase [EC:3.1.4.17]"
K13756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"rod cGMP-specific 3',5'-cyclic phosphodiesterase subunit beta [EC:3.1.4.35]"
K13757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"cone cGMP-specific 3',5'-cyclic phosphodiesterase subunit alpha' [EC:3.1.4.35]"
K13758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta"
K13759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma"
K13760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"retinal cone rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit gamma"
K13761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,"high affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9 [EC:3.1.4.35]"
K13762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"cGMP-specific 3',5'-cyclic phosphodiesterase [EC:3.1.4.35]"
K13763,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,"cGMP-specific 3',5'-cyclic phosphodiesterase, invertebrate [EC:3.1.4.35]"
K13764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,recoverin
K13765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,regulator of G-protein signaling 9
K13766,779,699,715,945,921,951,2118,999,1582,338,408,272,595,668,935,238,419,649,1036,612,613,788,921,methylglutaconyl-CoA hydratase [EC:4.2.1.18]
K13767,152,65,192,205,172,140,294,262,391,43,43,15,72,59,133,76,59,153,97,51,60,82,96,enoyl-CoA hydratase [EC:4.2.1.17]
K13768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,gastrin
K13769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,insulin-like growth factor 2
K13770,76,50,77,66,77,77,204,61,159,53,47,55,122,58,89,80,77,87,68,64,45,38,88,"TetR/AcrR family transcriptional regulator, fatty acid metabolism regulator protein"
K13771,140,109,115,139,191,181,373,189,288,84,59,39,85,252,147,36,54,223,126,193,137,138,135,"Rrf2 family transcriptional regulator, nitric oxide-sensitive transcriptional repressor"
K13772,5,0,0,5,9,6,12,4,18,5,0,5,0,18,0,3,4,22,0,0,0,0,0,"Rrf2 family transcriptional regulator, iron-responsive regulator"
K13773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,p53-regulated apoptosis-inducing protein 1
K13774,93,86,61,99,129,45,207,70,193,52,18,37,102,102,27,44,132,151,72,77,132,60,68,citronellol/citronellal dehydrogenase
K13775,196,215,181,237,324,223,519,210,343,246,182,162,274,491,150,95,254,448,410,354,358,349,384,citronellol/citronellal dehydrogenase
K13776,0,0,0,0,3,4,3,5,9,0,0,0,3,0,0,0,4,0,9,2,14,4,4,citronellyl-CoA synthetase [EC:6.2.1.-]
K13777,144,84,69,160,211,140,235,139,166,62,60,29,88,118,23,26,67,154,91,98,102,105,112,geranyl-CoA carboxylase alpha subunit [EC:6.4.1.5]
K13778,113,127,54,91,142,136,261,101,182,56,47,20,90,85,7,14,75,127,87,151,128,82,76,geranyl-CoA carboxylase beta subunit [EC:6.4.1.5]
K13779,22,29,40,45,49,48,114,43,67,12,18,14,34,30,13,5,17,67,9,14,23,19,12,isohexenylglutaconyl-CoA hydratase [EC:4.2.1.57]
K13780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,"solute carrier family 7 (L-type amino acid transporter), member 5"
K13781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"solute carrier family 7 (L-type amino acid transporter), member 8"
K13782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"solute carrier family 7 (L-type amino acid transporter), member 10"
K13783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"MFS transporter, OPA family, solute carrier family 37 (glycerol-3-phosphate transporter), member 1/2"
K13784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,prothymosin alpha
K13785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,thymosin beta 10
K13786,27,35,3,19,38,30,68,22,34,42,4,0,14,51,0,0,19,34,14,18,22,8,22,"cob(II)yrinic acid a,c-diamide reductase [EC:1.16.8.1]"
K13787,283,214,645,422,671,340,871,481,656,333,683,860,965,682,491,789,796,1000,194,239,206,160,191,"geranylgeranyl diphosphate synthase, type I [EC:2.5.1.1 2.5.1.10 2.5.1.29]"
K13788,125,130,26,83,228,114,268,85,192,215,295,342,328,516,102,197,279,226,31,90,60,26,28,phosphate acetyltransferase [EC:2.3.1.8]
K13789,929,617,1052,1146,868,1066,2274,1170,1679,438,413,248,778,702,1100,485,446,724,897,527,588,709,807,"geranylgeranyl diphosphate synthase, type II [EC:2.5.1.1 2.5.1.10 2.5.1.29]"
K13790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,virulence protein IcsB
K13791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,invasion plasmid antigen
K13792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,secreted effector OspG
K13793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,secreted effector OspE
K13794,0,0,23,15,17,15,0,11,3,6,5,3,0,29,20,4,0,21,67,56,36,32,40,"LysR family transcriptional regulator, regulatory protein for tcuABC"
K13795,145,103,126,185,191,103,235,133,174,106,95,40,122,241,161,60,79,108,276,173,195,191,240,citrate/tricarballylate utilization protein
K13796,556,480,500,598,847,692,1201,662,961,350,386,272,450,643,419,171,408,612,967,746,772,727,826,tricarballylate dehydrogenase
K13797,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DNA-directed RNA polymerase subunit beta-beta' [EC:2.7.7.6]
K13798,615,315,1260,1008,571,524,1208,938,889,248,320,173,640,28,858,834,380,1587,506,272,315,291,353,DNA-directed RNA polymerase subunit B [EC:2.7.7.6]
K13799,22,13,4,10,23,2,34,19,16,11,11,10,13,40,11,29,32,9,29,24,43,39,38,pantoate ligase / cytidylate kinase [EC:6.3.2.1 2.7.4.14]
K13800,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UMP-CMP kinase [EC:2.7.4.- 2.7.4.14]
K13801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,arrestin-C
K13802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,opsin Rh1
K13803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,transient-receptor-potential-like protein
K13804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,inactivation no afterpotential D protein
K13805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,arrestin-2
K13806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sn1-specific diacylglycerol lipase [EC:3.1.1.-]
K13807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,serine/threonine-protein phosphatase with EF-hands [EC:3.1.3.16]
K13808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,arrestin-1
K13809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"UMP-CMP kinase 2, mitochondrial [EC:2.7.4.14]"
K13810,1793,1396,2039,2126,1907,2045,4473,2282,3320,920,903,461,1302,1278,2082,654,939,1337,1725,1345,1327,1327,1502,transaldolase / glucose-6-phosphate isomerase [EC:2.2.1.2 5.3.1.9]
K13811,5,6,11,0,8,3,28,24,26,2,5,5,31,10,40,74,29,75,12,12,18,5,4,3'-phosphoadenosine 5'-phosphosulfate synthase [EC:2.7.7.4 2.7.1.25]
K13812,14,0,62,8,0,8,22,48,39,6,26,56,40,32,190,104,47,26,2,5,6,4,3,bifunctional enzyme Fae/Hps [EC:4.2.1.147 4.1.2.43]
K13813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,syntaxin 12/13
K13814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,t-SNARE domain-containing protein 1
K13815,9,5,35,11,6,21,11,19,17,20,7,3,23,5,4,0,0,114,71,63,58,57,65,"two-component system, response regulator RpfG"
K13816,17,11,78,31,44,25,38,33,29,30,22,16,21,40,20,5,15,106,115,95,80,137,158,DSF synthase
K13818,34,20,44,24,19,53,75,37,23,0,7,4,44,23,32,20,15,49,35,14,9,30,25,molybdopterin-guanine dinucleotide biosynthesis protein
K13819,11,26,58,17,37,43,91,63,61,54,0,3,47,30,115,40,19,33,54,36,16,36,43,NifU-like protein
K13820,2,0,0,0,0,0,3,0,0,0,4,0,0,0,4,4,0,0,4,0,8,14,10,flagellar biosynthetic protein FliR/FlhB
K13821,522,444,423,578,694,619,1135,500,932,509,240,229,473,991,259,208,368,911,1219,1096,1079,1036,1114,"RHH-type transcriptional regulator, proline utilization regulon repressor / proline dehydrogenase / delta 1-pyrroline-5-carboxylate dehydrogenase [EC:1.5.5.2 1.2.1.88]"
K13822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hemoglobin subunit alpha
K13823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hemoglobin subunit beta
K13824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hemoglobin subunit gamma
K13825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hemoglobin subunit epsilon
K13826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hemoglobin subunit zeta
K13827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hemoglobin subunit theta
K13828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,hemoglobin subunit mu
K13829,262,220,199,205,433,301,620,256,499,257,273,287,347,666,143,295,359,344,267,396,281,219,217,shikimate kinase / 3-dehydroquinate synthase [EC:2.7.1.71 4.2.3.4]
K13830,0,0,6,0,1,4,0,0,0,0,7,0,3,0,2,0,0,3,0,2,0,0,0,pentafunctional AROM polypeptide [EC:4.2.3.4 4.2.1.10 1.1.1.25 2.7.1.71 2.5.1.19]
K13831,79,35,192,139,71,80,185,176,138,41,52,19,205,25,282,190,122,448,37,12,35,15,9,3-hexulose-6-phosphate synthase / 6-phospho-3-hexuloisomerase [EC:4.1.2.43 5.3.1.27]
K13832,903,770,1037,1125,906,1117,2236,1181,1673,323,473,236,674,285,1043,186,377,404,640,325,294,423,655,3-dehydroquinate dehydratase / shikimate dehydrogenase [EC:4.2.1.10 1.1.1.25]
K13833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sporozoite microneme protein
K13834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,sporozoite microneme protein 2
K13835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,cell-traversal protein for ookinetes and sporozoites
K13836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,circumsporozoite protein
K13837,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,5,0,3,0,0,0,0,thrombospondin-related anonymous protein
K13838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,merozoite surface protein 1
K13839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,merozoite surface protein 2
K13840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,merozoite surface protein 3
K13841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,merozoite surface protein 4
K13842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,merozoite surface protein 5
K13843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,merozoite surface protein 6
K13844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,merozoite surface protein 8
K13845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,apical merozoite antigen 1
K13846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duffy binding protein
K13847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,erythrocyte-binding antigen 175
K13848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,erythrocyte-binding antigen 140
K13849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,reticulocyte-binding protein
K13850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,erythrocyte membrane protein 1
K13851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,repetitive interspersed family protein
K13852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,subtelomeric variable open reading frame
K13853,6,0,13,6,4,2,3,6,4,6,4,0,0,36,14,0,0,0,9,7,3,5,3,3-deoxy-7-phosphoheptulonate synthase / chorismate mutase [EC:2.5.1.54 5.4.99.5]
K13854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MFS transporter, SP family, glucose uniporter"
K13855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"solute carrier family 4 (anion exchanger), member 2"
K13856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"solute carrier family 4 (anion exchanger), member 3"
K13857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"solute carrier family 4 (sodium bicarbonate cotransporter), member 5"
K13858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"solute carrier family 4 (sodium bicarbonate cotransporter), member 7"
K13859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"solute carrier family 4 (sodium bicarbonate cotransporter), member 8"
K13860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"solute carrier family 4 (sodium bicarbonate cotransporter), member 9"
K13861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"solute carrier family 4 (sodium bicarbonate transporter), member 10"
K13862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"solute carrier family 4 (sodium borate transporter), member 11"
K13863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"solute carrier family 7 (cationic amino acid transporter), member 1"
K13864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"solute carrier family 7 (cationic amino acid transporter), member 2"
K13865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"solute carrier family 7 (cationic amino acid transporter), member 3"
K13866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"solute carrier family 7 (cationic amino acid transporter), member 4"
K13867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"solute carrier family 7 (L-type amino acid transporter), member 7"
K13868,49,34,42,71,63,40,131,46,66,18,14,12,33,76,69,12,21,56,116,74,47,95,103,"solute carrier family 7 (L-type amino acid transporter), member 9"
