KO	R2A_A_D1	R2A_A_D2	R2A_B_D1	R2A_B_D2	R2A_C_D1	R2A_C_D2	SF2_A_D1	SF2_A_D2	SF2_B_D1	SF2_B_D2	SF2_C_D1	SF2_C_D2	R1_A_D1	R1_A_D2	R1_B_D1	R1_B_D2	R1_C_D1	R1_C_D2	R2_A_D1	R2_A_D2	R2_B_D1	R2_B_D2	R2_C_D1	R2_C_D2	Fxn
K14375	2	5	1	1	2	0	0	1	0	2	2	0	0	0	1	0	0	0	6	0	0	0	0	0	dTDP-L-oleandrosyltransferase [EC:2.4.1.-]
K14376	5	8	2	9	6	5	15	5	12	5	12	3	0	0	3	0	3	0	18	5	3	7	3	4	poly(A) polymerase [EC:2.7.7.19]
K14379	4	12	11	7	4	7	5	2	3	3	2	7	1	1	2	0	1	0	3	1	3	2	1	1	tartrate-resistant acid phosphatase type 5 [EC:3.1.3.2]
K14381	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	sequestosome 1
K14382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	"solute carrier family 5 (sodium/glucose cotransporter), member 2"
K14383	0	0	0	0	0	0	1	0	0	2	2	0	0	0	0	0	0	0	0	0	1	2	0	0	"solute carrier family 5 (sodium/myo-inositol cotransporter), member 3"
K14385	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"solute carrier family 5 (sodium/iodide cotransporter), member 5"
K14386	7	13	8	8	12	10	13	25	22	21	35	19	1	2	11	2	8	0	0	4	12	15	17	16	"solute carrier family 5 (sodium-dependent multivitamin transporter), member 6"
K14387	69	57	82	35	37	61	51	63	53	61	51	59	57	42	64	49	39	16	4	11	58	63	130	49	"solute carrier family 5 (high affinity choline transporter), member 7"
K14388	57	60	51	35	39	30	30	50	48	49	56	38	2	3	25	6	15	5	5	13	38	63	28	30	"solute carrier family 5 (sodium-coupled monocarboxylate transporter), member 8/12"
K14389	9	13	4	11	16	11	0	5	10	9	6	6	3	2	2	0	2	1	0	1	1	3	3	0	"solute carrier family 5 (sodium/glucose cotransporter), member 9"
K14390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	"solute carrier family 5 (sodium/glucose cotransporter), member 10"
K14391	7	10	4	8	15	11	1	4	6	7	6	6	3	2	1	0	0	0	0	1	0	5	3	0	"solute carrier family 5 (sodium/myo-inositol cotransporter), member 11"
K14392	782	947	847	411	637	353	484	475	451	360	431	209	998	1264	646	843	657	439	14	103	474	756	599	334	sodium/pantothenate symporter
K14393	2737	2446	2224	1181	1622	1115	1760	1940	2013	1906	1841	1141	2625	2149	2748	2727	1991	1596	41	4455	2059	3329	2486	1298	cation/acetate symporter
K14394	1	2	1	1	1	2	1	2	2	1	1	2	0	0	1	2	3	0	0	0	0	2	0	0	low molecular weight phosphotyrosine protein phosphatase [EC:3.1.3.2 3.1.3.48]
K14395	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	12	0	0	0	0	0	lysophosphatidic acid phosphatase type 6 [EC:3.1.3.2]
K14396	0	0	0	5	0	0	1	1	0	0	0	0	1	0	1	0	0	0	1	1	0	5	0	0	polyadenylate-binding protein 2
K14397	0	2	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	cleavage and polyadenylation specificity factor subunit 5
K14398	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	1	0	0	4	cleavage and polyadenylation specificity factor subunit 6/7
K14399	1	1	2	2	2	0	0	2	1	1	1	3	0	0	1	0	0	0	0	4	0	3	2	0	polyribonucleotide 5'-hydroxyl-kinase [EC:2.7.1.78]
K14400	6	2	3	1	1	2	2	5	2	1	3	1	0	0	0	0	0	0	0	1	2	0	0	0	pre-mRNA cleavage complex 2 protein Pcf11
K14401	14	43	18	27	9	8	37	59	30	29	56	1	1	2	4	0	4	0	25	3	37	24	265	4	cleavage and polyadenylation specificity factor subunit 1
K14402	2	2	3	5	2	3	5	6	0	3	5	2	0	1	1	6	0	0	11	3	2	6	6	1	cleavage and polyadenylation specificity factor subunit 2
K14403	7	9	8	10	10	9	8	5	2	8	14	5	0	1	5	2	2	1	8	2	4	17	0	0	cleavage and polyadenylation specificity factor subunit 3 [EC:3.1.27.-]
K14404	2	1	1	0	1	0	1	5	4	0	3	2	0	1	0	0	0	0	11	0	1	2	2	0	cleavage and polyadenylation specificity factor subunit 4
K14405	0	0	0	2	2	0	2	0	0	0	0	1	0	0	0	0	1	0	5	0	1	1	1	0	pre-mRNA 3'-end-processing factor FIP1
K14406	3	2	1	0	4	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	2	2	1	cleavage stimulation factor subunit 1
K14407	10	10	15	10	6	6	12	20	3	2	7	5	0	1	0	1	1	0	20	1	1	1	2	0	cleavage stimulation factor subunit 2
K14408	4	1	0	2	2	3	4	1	0	0	0	0	25	3	0	0	0	2	12	4	3	8	3	1	cleavage stimulation factor subunit 3
K14409	0	5	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	protein SMG7
K14410	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	lysosomal acid phosphatase [EC:3.1.3.2]
K14411	7	4	4	11	0	3	3	5	1	2	7	0	1	1	0	0	3	0	15	2	2	7	0	2	RNA-binding protein Musashi
K14412	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	"alpha-1,4-fucosyltransferase [EC:2.4.1.-]"
K14413	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"beta-1,3-galactosyltransferase [EC:2.4.1.-]"
K14414	166	160	149	89	93	60	106	89	60	103	114	88	11	5	15	10	5	3	0	3	28	48	29	23	transcriptional regulatory protein RtcR
K14415	1555	1707	1643	1783	1492	1654	2006	2375	2554	2830	2321	2356	2013	1613	1987	1671	1576	1121	85	6035	2026	2562	1392	1211	tRNA-splicing ligase RtcB [EC:6.5.1.3]
K14416	3	2	2	7	3	5	0	0	1	0	1	1	0	0	1	3	1	0	11	2	4	15	2	1	elongation factor 1 alpha-like protein
K14422	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	malonate semialdehyde decarboxylase [EC:4.1.1.-]
K14423	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"4,4-dimethyl-9beta,19-cyclopropylsterol-4alpha-methyl oxidase [EC:1.14.13.72]"
K14424	9	2	4	3	4	1	10	7	5	15	7	1	0	2	5	1	2	0	0	1	0	7	4	6	4-alpha-methyl-delta7-sterol-4alpha-methyl oxidase [EC:1.14.13.72]
K14425	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"solute carrier family 12 (sodium/potassium/chloride transporter), member 1"
K14426	0	3	0	1	1	1	3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	"solute carrier family 12 (sodium/chloride transporter), member 3"
K14427	4	5	2	2	4	2	8	6	4	8	10	1	2	2	6	0	2	0	0	0	3	0	7	0	"solute carrier family 12 (potassium/chloride transporter), member 4/5/6"
K14428	3	0	0	1	1	1	0	1	1	3	0	0	0	0	0	0	0	0	0	0	1	1	1	0	"solute carrier family 12 (potassium/chloride transporters), member 8"
K14429	5	3	7	2	6	2	3	3	4	2	3	2	0	0	3	0	0	0	0	0	2	0	2	1	"solute carrier family 12 (potassium/chloride transporters), member 9"
K14430	0	0	2	1	3	1	0	0	0	2	2	1	0	0	0	1	0	0	1	0	2	3	2	0	phosphate transporter
K14431	0	3	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	transcription factor TGA
K14432	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ABA responsive element binding factor
K14435	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	chromodomain-helicase-DNA-binding protein 5 [EC:3.6.4.12]
K14436	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	chromodomain-helicase-DNA-binding protein 6 [EC:3.6.4.12]
K14437	7	8	16	5	6	3	14	21	7	5	10	6	6	3	2	1	1	3	70	7	8	44	7	9	chromodomain-helicase-DNA-binding protein 7 [EC:3.6.4.12]
K14438	0	0	1	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	2	0	0	chromodomain-helicase-DNA-binding protein 9 [EC:3.6.4.12]
K14439	45	47	35	16	32	25	8	12	15	13	22	13	34	31	44	46	43	33	18	12	24	46	31	10	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1 [EC:3.6.4.12]
K14440	49	86	46	89	55	144	57	83	60	80	56	40	79	120	81	69	70	6	74	65	130	159	129	155	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1 [EC:3.6.4.12]
K14441	2307	1920	1807	1727	1776	1957	1804	2291	2467	2128	2219	1719	2935	2876	2763	2925	1783	1630	62	712	2040	3684	2350	1629	ribosomal protein S12 methylthiotransferase [EC:2.8.4.4]
K14442	1	4	2	5	6	2	11	9	6	6	11	3	1	0	2	1	1	2	39	4	5	30	5	2	ATP-dependent RNA helicase DHX36 [EC:3.6.4.13]
K14443	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	protein Tob/BTG
K14444	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	"solute carrier family 13 (sodium/sulfate cotransporter), member 1/4"
K14445	2523	2370	2358	2068	2119	2327	2941	3685	3861	3880	3530	2786	2951	2636	3059	2924	2369	1642	153	1193	2350	3247	2348	1529	"solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 2/3/5"
K14446	486	453	393	245	360	214	88	148	133	116	139	88	569	487	869	754	515	509	0	142	467	1567	654	367	crotonyl-CoA carboxylase/reductase [EC:1.3.1.85]
K14447	997	746	695	377	716	366	204	336	249	253	239	171	662	751	1189	996	701	713	2	225	581	1911	873	515	(2R)-ethylmalonyl-CoA mutase
K14448	753	666	609	355	654	355	149	277	196	186	218	130	622	633	1071	927	516	556	10	170	600	1817	773	470	(2S)-methylsuccinyl-CoA dehydrogenase [EC:1.3.8.12]
K14449	392	373	390	201	354	183	104	121	160	153	115	164	518	517	1138	755	443	604	2	465	476	1311	502	355	2-methylfumaryl-CoA hydratase [EC:4.2.1.148]
K14451	173	65	61	23	26	23	19	27	55	35	30	23	410	367	567	654	311	369	1	68	305	1022	433	238	(3S)-malyl-CoA thioesterase [EC:3.1.2.30]
K14452	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	gastric triacylglycerol lipase [EC:3.1.1.3]
K14453	1	0	1	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	"solute carrier family 26, other"
K14454	0	7	1	2	2	2	1	7	1	1	1	2	0	1	0	0	0	1	0	4	0	14	0	3	"aspartate aminotransferase, cytoplasmic [EC:2.6.1.1]"
K14455	6	3	4	2	4	2	4	4	5	3	8	0	0	0	0	0	1	1	0	3	6	14	3	8	"aspartate aminotransferase, mitochondrial [EC:2.6.1.1]"
K14457	4	0	3	3	2	13	2	6	2	5	6	1	0	0	0	3	1	1	31	3	2	33	3	6	2-acylglycerol O-acyltransferase 2 [EC:2.3.1.22]
K14458	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	2-acylglycerol O-acyltransferase 1 [EC:2.3.1.22]
K14459	6	5	5	15	3	5	21	22	16	17	26	35	3	1	6	2	3	0	0	9	10	6	5	5	hexosaminidase [EC:3.2.1.52]
K14464	1	4	3	2	1	4	1	1	0	2	3	0	0	0	1	0	0	0	0	0	0	0	0	0	"alpha-1,3-fucosyltransferase [EC:2.4.1.-]"
K14465	1	2	3	3	7	2	1	1	4	5	2	1	1	0	0	0	0	0	0	0	1	1	0	0	succinate semialdehyde reductase (NADPH) [EC:1.1.1.-]
K14466	55	1	24	39	7	24	63	52	61	48	53	54	41	40	87	51	41	28	0	39	135	114	132	66	4-hydroxybutyrate---CoA ligase (AMP-forming) [EC:6.2.1.40]
K14467	1	0	1	0	0	0	0	0	0	1	4	0	0	0	0	0	1	0	0	0	1	0	0	0	4-hydroxybutyrate---CoA ligase (AMP-forming) [EC:6.2.1.40]
K14468	70	16	47	5	5	0	4	3	6	4	0	1	74	79	96	135	120	50	1	33	107	128	148	87	malonyl-CoA reductase / 3-hydroxypropionate dehydrogenase (NADP+) [EC:1.2.1.75 1.1.1.298]
K14469	84	22	100	6	11	5	22	40	27	55	31	40	129	109	195	154	167	86	1	40	156	231	163	131	acrylyl-CoA reductase (NADPH) / 3-hydroxypropionyl-CoA dehydratase / 3-hydroxypropionyl-CoA synthetase [EC:1.3.1.84 4.2.1.116 6.2.1.36]
K14470	160	144	148	90	102	91	46	80	61	52	46	73	214	282	391	400	232	234	0	74	322	662	278	235	2-methylfumaryl-CoA isomerase [EC:5.4.1.3]
K14471	34	57	52	23	38	18	4	14	8	14	17	10	8	4	40	12	12	7	1	5	43	31	33	9	succinyl-CoA:(S)-malate CoA-transferase subunit A [EC:2.8.3.22]
K14472	83	114	100	58	93	62	14	19	9	18	25	17	10	9	46	19	32	13	1	5	38	50	56	13	succinyl-CoA:(S)-malate CoA-transferase subunit B [EC:2.8.3.22]
K14474	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	T-lymphocyte triggering factor
K14475	44	54	21	48	36	53	70	83	108	87	76	80	61	61	54	37	21	24	172	10	25	56	12	67	inhibitor of cysteine peptidase
K14479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	procyclin
K14480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	apolipoprotein L
K14481	1	18	8	8	16	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	styrene monooxygenase [EC:1.14.14.11]
K14482	2	0	0	1	0	1	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	styrene monooxygenase reductase component [EC:1.5.1.-]
K14484	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	auxin-responsive protein IAA
K14485	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	transport inhibitor response 1
K14486	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	auxin response factor
K14487	2	7	0	1	2	0	0	2	1	1	2	2	0	2	0	1	0	0	0	1	2	2	2	0	auxin responsive GH3 gene family
K14488	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SAUR family protein
K14489	15	8	12	8	6	9	8	9	9	2	9	6	5	1	3	2	6	0	0	4	6	8	3	4	arabidopsis histidine kinase 2/3/4 (cytokinin receptor) [EC:2.7.13.3]
K14490	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	histidine-containing phosphotransfer peotein
K14491	1	6	2	4	2	17	2	0	0	11	11	0	0	1	5	0	1	0	0	2	7	6	1	2	two-component response regulator ARR-B family
K14492	1	2	2	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	two-component response regulator ARR-A family
K14493	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	gibberellin receptor GID1 [EC:3.-.-.-]
K14494	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	DELLA protein
K14496	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	abscisic acid receptor PYR/PYL family
K14497	5	45	5	20	3	0	4	1	1	2	2	1	4	0	2	3	1	0	3	6	1	7	0	4	protein phosphatase 2C [EC:3.1.3.16]
K14498	0	2	1	2	0	0	0	3	2	2	1	2	0	0	0	0	2	0	0	5	4	16	0	0	serine/threonine-protein kinase SRK2 [EC:2.7.11.1]
K14500	1	5	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	BR-signaling kinase [EC:2.7.11.1]
K14501	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	serine/threonine-protein phosphatase BSU1 [EC:3.1.3.16]
K14502	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	protein brassinosteroid insensitive 2 [EC:2.7.11.1]
K14503	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	brassinosteroid resistant 1/2
K14504	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	xyloglucan:xyloglucosyl transferase TCH4 [EC:2.4.1.207]
K14506	3	5	0	0	1	0	0	0	0	1	4	0	0	0	0	0	0	0	0	1	3	0	0	1	jasmonic acid-amino synthetase
K14508	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	regulatory protein NPR1
K14509	4	3	2	2	0	1	0	9	4	4	6	1	0	4	0	1	1	0	0	1	2	0	0	0	ethylene receptor [EC:2.7.13.-]
K14510	3	6	1	4	1	3	0	1	0	0	1	1	0	2	1	0	1	0	0	1	1	2	0	0	serine/threonine-protein kinase CTR1 [EC:2.7.11.1]
K14512	0	2	0	1	0	2	0	0	1	0	1	0	0	2	0	4	3	0	1	0	5	1	0	1	mitogen-activated protein kinase 6 [EC:2.7.11.24]
K14513	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ethylene-insensitive protein 2
K14514	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ethylene-insensitive protein 3
K14515	0	1	0	0	2	0	2	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	EIN3-binding F-box protein
K14516	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ethylene-responsive transcription factor 1
K14518	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	3	0	1	PII interaction protein X
K14519	1155	913	809	534	702	631	477	563	590	532	484	586	267	257	439	371	275	265	3	154	440	958	391	368	NADP-dependent aldehyde dehydrogenase [EC:1.2.1.4]
K14520	330	474	373	189	447	229	185	197	116	89	152	88	85	117	124	121	170	48	3	34	121	303	133	91	4-hydroxyacetophenone monooxygenase [EC:1.14.13.84]
K14521	6	6	6	4	4	8	7	7	5	7	7	4	0	0	0	0	4	2	6	5	9	27	5	6	N-acetyltransferase 10 [EC:2.3.1.-]
K14522	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	ribonuclease P/MRP protein subunit POP3 [EC:3.1.26.5]
K14525	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	ribonucleases P/MRP protein subunit RPP25 [EC:3.1.26.5]
K14528	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	ribonuclease P/MRP protein subunit POP8 [EC:3.1.26.5]
K14529	2	0	1	0	0	0	0	2	1	0	1	0	0	1	0	0	0	0	0	1	0	2	0	0	ribonuclease P protein subunit RPP14 [EC:3.1.26.5]
K14530	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	ribonucleases P/MRP protein subunit RPP40 [EC:3.1.26.5]
K14534	421	427	346	505	364	405	835	1154	1054	1039	1146	860	194	241	318	296	184	155	4	122	248	405	202	173	4-hydroxybutyryl-CoA dehydratase / vinylacetyl-CoA-Delta-isomerase [EC:4.2.1.120 5.3.3.3]
K14535	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	transcription initiation factor TFIID subunit 9
K14536	3	3	4	1	5	6	2	3	4	3	6	1	1	0	0	0	2	2	43	4	0	22	1	8	ribosome assembly protein 1 [EC:3.6.5.-]
K14537	4	3	2	1	1	2	3	1	1	7	2	3	1	0	2	3	1	1	0	4	5	9	1	3	nuclear GTP-binding protein
K14538	6	4	0	3	0	5	4	4	0	1	2	1	1	0	1	6	0	0	18	2	5	18	5	1	nuclear GTP-binding protein
K14539	2	6	8	0	2	3	6	2	1	3	4	1	1	0	0	1	5	2	27	2	5	15	6	4	large subunit GTPase 1 [EC:3.6.1.-]
K14540	249	185	181	104	184	184	224	154	220	170	190	124	702	911	466	494	308	222	7	81	285	661	314	276	ribosome biogenesis GTPase A
K14541	0	2	2	3	2	0	1	0	1	2	2	2	5	12	7	2	12	0	0	0	5	12	0	2	urea carboxylase / allophanate hydrolase [EC:6.3.4.6 3.5.1.54]
K14542	6	2	1	0	3	0	0	2	2	11	1	3	6	3	12	12	8	0	0	135	20	23	10	13	melamine deaminase
K14544	1	0	6	1	2	3	1	2	1	7	4	2	0	0	0	0	1	0	0	1	3	3	2	0	U3 small nucleolar RNA-associated protein 22
K14545	0	0	1	0	1	0	1	0	0	3	2	1	0	0	0	0	1	0	12	0	0	5	0	1	ribosomal RNA-processing protein 7
K14546	1	1	0	1	0	0	0	2	0	1	1	0	0	8	0	0	0	0	17	2	0	6	0	1	U3 small nucleolar RNA-associated protein 5
K14548	1	3	2	0	1	0	4	1	0	3	3	0	0	0	0	0	0	0	0	2	1	4	0	0	U3 small nucleolar RNA-associated protein 4
K14549	1	2	6	2	1	1	3	2	3	4	5	1	0	1	0	0	1	0	0	5	0	14	2	6	U3 small nucleolar RNA-associated protein 15
K14550	1	3	1	3	2	1	0	1	1	0	2	1	0	0	0	0	3	0	19	1	1	7	2	2	U3 small nucleolar RNA-associated protein 10
K14552	1	0	0	4	2	1	2	0	0	0	0	0	0	0	0	0	0	0	1	2	0	3	0	1	NET1-associated nuclear protein 1 (U3 small nucleolar RNA-associated protein 17)
K14553	1	0	3	0	1	1	2	0	0	1	0	1	0	0	0	0	0	0	0	5	0	9	0	0	U3 small nucleolar RNA-associated protein 18
K14554	2	7	7	2	5	2	7	3	5	3	2	2	0	0	2	0	2	0	1	3	5	11	2	5	U3 small nucleolar RNA-associated protein 21
K14555	9	6	6	2	5	1	5	5	7	2	14	5	0	1	0	2	2	0	15	2	6	14	4	6	U3 small nucleolar RNA-associated protein 13
K14556	9	5	14	5	7	9	4	11	5	3	7	4	1	0	1	1	2	0	6	1	8	14	3	0	U3 small nucleolar RNA-associated protein 12
K14557	3	0	1	0	0	0	3	6	0	1	5	1	0	0	0	0	1	0	0	1	0	5	0	2	U3 small nucleolar RNA-associated protein 6
K14558	12	14	9	4	5	4	8	10	6	5	6	3	1	2	4	3	0	0	18	3	3	20	3	3	periodic tryptophan protein 2
K14559	2	3	5	4	2	0	2	3	1	5	6	2	0	10	0	0	3	1	7	4	5	12	0	4	U3 small nucleolar RNA-associated protein MPP10
K14560	2	2	1	0	2	0	0	3	1	0	3	0	1	0	0	0	1	0	0	1	0	9	0	1	U3 small nucleolar ribonucleoprotein protein IMP3
K14561	4	2	2	1	1	1	1	5	1	1	2	1	16	15	2	2	5	5	12	5	9	18	4	3	U3 small nucleolar ribonucleoprotein protein IMP4
K14563	1	7	2	9	0	1	3	1	3	2	4	2	1	0	0	3	2	0	119	4	6	10	1	0	rRNA 2'-O-methyltransferase fibrillarin [EC:2.1.1.-]
K14564	28	102	40	72	49	55	51	78	117	295	49	259	268	124	386	112	254	267	61	3486	277	454	139	113	nucleolar protein 56
K14565	1	3	4	11	0	7	5	2	2	3	5	0	3	2	4	2	2	0	16	5	10	20	2	2	nucleolar protein 58
K14566	1	1	0	0	1	0	2	3	1	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	U3 small nucleolar RNA-associated protein 24
K14567	5	1	1	2	4	1	6	4	3	3	3	2	0	0	0	0	2	0	12	6	0	12	3	5	U3 small nucleolar RNA-associated protein 14
K14568	20	99	42	47	32	28	9	19	16	17	16	32	1	3	1	10	2	9	29	19	6	26	0	9	rRNA small subunit pseudouridine methyltransferase Nep1 [EC:2.1.1.260]
K14569	6	7	5	3	0	2	9	6	1	2	3	2	3	1	2	1	0	1	9	5	6	15	4	2	ribosome biogenesis protein BMS1
K14570	1	1	3	0	0	0	4	3	2	1	1	1	0	0	0	0	0	0	22	4	1	10	1	2	RNA exonuclease 1 [EC:3.1.-.-]
K14571	6	7	4	11	3	6	6	4	6	9	8	6	9	7	8	3	10	3	10	24	17	25	10	5	ribosome biogenesis ATPase
K14572	8	11	8	11	12	9	13	23	14	14	12	9	1	2	8	0	2	5	72	23	16	43	9	13	midasin
K14573	1	0	2	2	1	1	0	2	1	2	13	3	2	1	0	0	0	1	52	2	2	9	1	5	nucleolar protein 4
K14574	27	91	31	62	41	67	51	92	117	220	85	221	194	136	375	109	256	307	15	2884	309	376	135	121	ribosome maturation protein SDO1
K14575	10	6	7	3	3	7	2	7	5	4	9	5	4	6	3	3	5	3	2	16	6	21	3	6	AAA family ATPase
K14578	20	48	23	31	34	36	4	4	6	1	7	15	29	47	44	36	28	30	0	2	54	20	72	17	"naphthalene 1,2-dioxygenase system ferredoxin subunit"
K14579	0	0	4	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	"naphthalene 1,2-dioxygenase subunit alpha [EC:1.14.12.12]"
K14580	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"naphthalene 1,2-dioxygenase subunit beta [EC:1.14.12.12]"
K14581	19	60	64	23	48	27	1	0	2	4	2	14	5	4	10	9	4	5	0	2	6	6	15	1	ferredoxin-NAD(P)+ reductase (naphthalene dioxygenase ferredoxin-specific) [EC:1.18.1.7]
K14583	0	2	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	"1,2-dihydroxynaphthalene dioxygenase [EC:1.13.11.56]"
K14584	1	0	1	2	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2-hydroxychromene-2-carboxylate isomerase [EC:5.99.1.4]
K14585	17	10	16	6	6	4	1	1	0	6	2	1	0	0	0	1	1	0	0	3	3	1	0	0	trans-o-hydroxybenzylidenepyruvate hydratase-aldolase [EC:4.1.2.45]
K14587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	protein sgcE [EC:5.1.3.-]
K14588	46	54	47	8	24	7	11	13	6	1	9	3	1	2	3	4	0	0	0	1	4	7	8	12	blue copper oxidase
K14589	2	3	0	2	3	0	4	2	1	7	3	1	2	2	4	7	0	3	23	0	5	28	0	1	cap1 methyltransferase [EC:2.1.1.57]
K14590	0	0	1	2	0	3	0	0	0	1	1	0	0	0	1	1	0	1	9	0	1	0	2	1	cap2 methyltransferase [EC:2.1.1.296]
K14591	10	9	21	14	17	21	37	44	38	22	34	19	61	38	30	42	31	23	1	38	25	57	16	25	protein AroM
K14592	0	1	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	glutamate carboxypeptidase II (folate hydrolase 1) [EC:3.4.17.21]
K14593	3	1	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	capsanthin/capsorubin synthase [EC:5.3.99.8]
K14596	2	2	0	1	3	0	5	1	4	2	2	2	0	0	1	0	3	5	0	1	6	7	0	8	zeaxanthin glucosyltransferase [EC:2.4.1.276]
